X,CH1,Start,Increment,
Sequence,Volt,-1.38E-05,2.00E-08,
0,2.76E-02,,0,2.76E-02
1,7.66E-03,,0.00000002,7.66E-03
2,2.30E-02,,0.00000004,2.30E-02
3,4.59E-03,,0.00000006,4.59E-03
4,1.53E-02,,0.00000008,1.53E-02
5,1.53E-03,,0.0000001,1.53E-03
6,2.30E-02,,0.00000012,2.30E-02
7,6.13E-03,,0.00000014,6.13E-03
8,2.14E-02,,0.00000016,2.14E-02
9,1.53E-03,,0.00000018,1.53E-03
10,1.99E-02,,0.0000002,1.99E-02
11,4.59E-03,,0.00000022,4.59E-03
12,1.99E-02,,0.00000024,1.99E-02
13,1.53E-03,,0.00000026,1.53E-03
14,2.30E-02,,0.00000028,2.30E-02
15,4.59E-03,,0.0000003,4.59E-03
16,2.30E-02,,0.00000032,2.30E-02
17,6.13E-03,,0.00000034,6.13E-03
18,2.14E-02,,0.00000036,2.14E-02
19,6.13E-03,,0.00000038,6.13E-03
20,2.60E-02,,0.0000004,2.60E-02
21,4.59E-03,,0.00000042,4.59E-03
22,2.76E-02,,0.00000044,2.76E-02
23,3.06E-03,,0.00000046,3.06E-03
24,2.45E-02,,0.00000048,2.45E-02
25,4.59E-03,,0.0000005,4.59E-03
26,2.45E-02,,0.00000052,2.45E-02
27,1.53E-03,,0.00000054,1.53E-03
28,1.99E-02,,0.00000056,1.99E-02
29,4.59E-03,,0.00000058,4.59E-03
30,1.84E-02,,0.0000006,1.84E-02
31,0.00E+00,,0.00000062,0.00E+00
32,2.45E-02,,0.00000064,2.45E-02
33,0.00E+00,,0.00000066,0.00E+00
34,2.45E-02,,0.00000068,2.45E-02
35,1.53E-03,,0.0000007,1.53E-03
36,1.99E-02,,0.00000072,1.99E-02
37,6.13E-03,,0.00000074,6.13E-03
38,1.99E-02,,0.00000076,1.99E-02
39,6.13E-03,,0.00000078,6.13E-03
40,2.30E-02,,0.0000008,2.30E-02
41,9.19E-03,,0.00000082,9.19E-03
42,2.30E-02,,0.00000084,2.30E-02
43,3.06E-03,,0.00000086,3.06E-03
44,1.84E-02,,0.00000088,1.84E-02
45,4.59E-03,,0.0000009,4.59E-03
46,2.14E-02,,0.00000092,2.14E-02
47,6.13E-03,,0.00000094,6.13E-03
48,2.14E-02,,0.00000096,2.14E-02
49,7.66E-03,,0.00000098,7.66E-03
50,2.60E-02,,0.000001,2.60E-02
51,4.59E-03,,0.00000102,4.59E-03
52,2.30E-02,,0.00000104,2.30E-02
53,9.19E-03,,0.00000106,9.19E-03
54,2.91E-02,,0.00000108,2.91E-02
55,6.13E-03,,0.0000011,6.13E-03
56,1.99E-02,,0.00000112,1.99E-02
57,0.00E+00,,0.00000114,0.00E+00
58,1.84E-02,,0.00000116,1.84E-02
59,3.06E-03,,0.00000118,3.06E-03
60,2.30E-02,,0.0000012,2.30E-02
61,6.13E-03,,0.00000122,6.13E-03
62,1.84E-02,,0.00000124,1.84E-02
63,9.19E-03,,0.00000126,9.19E-03
64,1.99E-02,,0.00000128,1.99E-02
65,-1.53E-03,,0.0000013,-1.53E-03
66,1.84E-02,,0.00000132,1.84E-02
67,0.00E+00,,0.00000134,0.00E+00
68,2.45E-02,,0.00000136,2.45E-02
69,4.59E-03,,0.00000138,4.59E-03
70,2.45E-02,,0.0000014,2.45E-02
71,7.66E-03,,0.00000142,7.66E-03
72,2.45E-02,,0.00000144,2.45E-02
73,4.59E-03,,0.00000146,4.59E-03
74,2.14E-02,,0.00000148,2.14E-02
75,9.19E-03,,0.0000015,9.19E-03
76,2.14E-02,,0.00000152,2.14E-02
77,1.53E-03,,0.00000154,1.53E-03
78,2.14E-02,,0.00000156,2.14E-02
79,6.13E-03,,0.00000158,6.13E-03
80,2.60E-02,,0.0000016,2.60E-02
81,6.13E-03,,0.00000162,6.13E-03
82,2.91E-02,,0.00000164,2.91E-02
83,0.00E+00,,0.00000166,0.00E+00
84,1.84E-02,,0.00000168,1.84E-02
85,9.19E-03,,0.0000017,9.19E-03
86,2.45E-02,,0.00000172,2.45E-02
87,6.13E-03,,0.00000174,6.13E-03
88,2.30E-02,,0.00000176,2.30E-02
89,7.66E-03,,0.00000178,7.66E-03
90,3.06E-02,,0.0000018,3.06E-02
91,-1.53E-03,,0.00000182,-1.53E-03
92,2.45E-02,,0.00000184,2.45E-02
93,0.00E+00,,0.00000186,0.00E+00
94,1.99E-02,,0.00000188,1.99E-02
95,1.53E-03,,0.0000019,1.53E-03
96,2.14E-02,,0.00000192,2.14E-02
97,1.53E-03,,0.00000194,1.53E-03
98,2.14E-02,,0.00000196,2.14E-02
99,-9.19E-03,,0.00000198,-9.19E-03
100,2.30E-02,,0.000002,2.30E-02
101,4.59E-03,,0.00000202,4.59E-03
102,2.45E-02,,0.00000204,2.45E-02
103,4.59E-03,,0.00000206,4.59E-03
104,2.30E-02,,0.00000208,2.30E-02
105,7.66E-03,,0.0000021,7.66E-03
106,1.53E-02,,0.00000212,1.53E-02
107,3.06E-03,,0.00000214,3.06E-03
108,2.60E-02,,0.00000216,2.60E-02
109,1.53E-03,,0.00000218,1.53E-03
110,2.14E-02,,0.0000022,2.14E-02
111,1.53E-03,,0.00000222,1.53E-03
112,2.45E-02,,0.00000224,2.45E-02
113,0.00E+00,,0.00000226,0.00E+00
114,2.60E-02,,0.00000228,2.60E-02
115,3.06E-03,,0.0000023,3.06E-03
116,2.14E-02,,0.00000232,2.14E-02
117,6.13E-03,,0.00000234,6.13E-03
118,2.14E-02,,0.00000236,2.14E-02
119,0.00E+00,,0.00000238,0.00E+00
120,2.45E-02,,0.0000024,2.45E-02
121,-3.06E-03,,0.00000242,-3.06E-03
122,2.14E-02,,0.00000244,2.14E-02
123,1.53E-03,,0.00000246,1.53E-03
124,2.14E-02,,0.00000248,2.14E-02
125,3.06E-03,,0.0000025,3.06E-03
126,2.14E-02,,0.00000252,2.14E-02
127,9.19E-03,,0.00000254,9.19E-03
128,2.76E-02,,0.00000256,2.76E-02
129,-1.53E-03,,0.00000258,-1.53E-03
130,2.60E-02,,0.0000026,2.60E-02
131,-1.53E-03,,0.00000262,-1.53E-03
132,2.45E-02,,0.00000264,2.45E-02
133,-3.06E-03,,0.00000266,-3.06E-03
134,2.14E-02,,0.00000268,2.14E-02
135,4.59E-03,,0.0000027,4.59E-03
136,1.99E-02,,0.00000272,1.99E-02
137,3.06E-03,,0.00000274,3.06E-03
138,2.30E-02,,0.00000276,2.30E-02
139,4.59E-03,,0.00000278,4.59E-03
140,1.68E-02,,0.0000028,1.68E-02
141,4.59E-03,,0.00000282,4.59E-03
142,1.99E-02,,0.00000284,1.99E-02
143,9.19E-03,,0.00000286,9.19E-03
144,2.30E-02,,0.00000288,2.30E-02
145,7.66E-03,,0.0000029,7.66E-03
146,2.91E-02,,0.00000292,2.91E-02
147,0.00E+00,,0.00000294,0.00E+00
148,2.14E-02,,0.00000296,2.14E-02
149,4.59E-03,,0.00000298,4.59E-03
150,2.45E-02,,0.000003,2.45E-02
151,3.06E-03,,0.00000302,3.06E-03
152,1.99E-02,,0.00000304,1.99E-02
153,6.13E-03,,0.00000306,6.13E-03
154,1.84E-02,,0.00000308,1.84E-02
155,6.13E-03,,0.0000031,6.13E-03
156,2.76E-02,,0.00000312,2.76E-02
157,4.59E-03,,0.00000314,4.59E-03
158,2.60E-02,,0.00000316,2.60E-02
159,4.59E-03,,0.00000318,4.59E-03
160,1.99E-02,,0.0000032,1.99E-02
161,3.06E-03,,0.00000322,3.06E-03
162,2.14E-02,,0.00000324,2.14E-02
163,0.00E+00,,0.00000326,0.00E+00
164,1.99E-02,,0.00000328,1.99E-02
165,4.59E-03,,0.0000033,4.59E-03
166,2.30E-02,,0.00000332,2.30E-02
167,7.66E-03,,0.00000334,7.66E-03
168,2.30E-02,,0.00000336,2.30E-02
169,1.53E-03,,0.00000338,1.53E-03
170,2.45E-02,,0.0000034,2.45E-02
171,1.53E-03,,0.00000342,1.53E-03
172,1.84E-02,,0.00000344,1.84E-02
173,4.59E-03,,0.00000346,4.59E-03
174,2.14E-02,,0.00000348,2.14E-02
175,3.06E-03,,0.0000035,3.06E-03
176,1.84E-02,,0.00000352,1.84E-02
177,6.13E-03,,0.00000354,6.13E-03
178,1.99E-02,,0.00000356,1.99E-02
179,-3.06E-03,,0.00000358,-3.06E-03
180,2.30E-02,,0.0000036,2.30E-02
181,7.66E-03,,0.00000362,7.66E-03
182,2.14E-02,,0.00000364,2.14E-02
183,3.06E-03,,0.00000366,3.06E-03
184,2.14E-02,,0.00000368,2.14E-02
185,6.13E-03,,0.0000037,6.13E-03
186,2.30E-02,,0.00000372,2.30E-02
187,1.53E-03,,0.00000374,1.53E-03
188,1.68E-02,,0.00000376,1.68E-02
189,1.53E-03,,0.00000378,1.53E-03
190,2.14E-02,,0.0000038,2.14E-02
191,3.06E-03,,0.00000382,3.06E-03
192,2.45E-02,,0.00000384,2.45E-02
193,-3.06E-03,,0.00000386,-3.06E-03
194,2.14E-02,,0.00000388,2.14E-02
195,4.59E-03,,0.0000039,4.59E-03
196,2.30E-02,,0.00000392,2.30E-02
197,4.59E-03,,0.00000394,4.59E-03
198,2.60E-02,,0.00000396,2.60E-02
199,1.53E-03,,0.00000398,1.53E-03
200,2.14E-02,,0.000004,2.14E-02
201,4.59E-03,,0.00000402,4.59E-03
202,2.30E-02,,0.00000404,2.30E-02
203,0.00E+00,,0.00000406,0.00E+00
204,2.30E-02,,0.00000408,2.30E-02
205,1.53E-03,,0.0000041,1.53E-03
206,2.30E-02,,0.00000412,2.30E-02
207,1.53E-03,,0.00000414,1.53E-03
208,2.30E-02,,0.00000416,2.30E-02
209,4.59E-03,,0.00000418,4.59E-03
210,1.84E-02,,0.0000042,1.84E-02
211,6.13E-03,,0.00000422,6.13E-03
212,2.30E-02,,0.00000424,2.30E-02
213,7.66E-03,,0.00000426,7.66E-03
214,1.68E-02,,0.00000428,1.68E-02
215,6.13E-03,,0.0000043,6.13E-03
216,2.14E-02,,0.00000432,2.14E-02
217,4.59E-03,,0.00000434,4.59E-03
218,2.30E-02,,0.00000436,2.30E-02
219,0.00E+00,,0.00000438,0.00E+00
220,1.53E-02,,0.0000044,1.53E-02
221,1.53E-03,,0.00000442,1.53E-03
222,1.99E-02,,0.00000444,1.99E-02
223,6.13E-03,,0.00000446,6.13E-03
224,2.14E-02,,0.00000448,2.14E-02
225,0.00E+00,,0.0000045,0.00E+00
226,1.99E-02,,0.00000452,1.99E-02
227,3.06E-03,,0.00000454,3.06E-03
228,1.84E-02,,0.00000456,1.84E-02
229,1.07E-02,,0.00000458,1.07E-02
230,2.45E-02,,0.0000046,2.45E-02
231,4.59E-03,,0.00000462,4.59E-03
232,2.14E-02,,0.00000464,2.14E-02
233,1.53E-03,,0.00000466,1.53E-03
234,1.99E-02,,0.00000468,1.99E-02
235,4.59E-03,,0.0000047,4.59E-03
236,2.91E-02,,0.00000472,2.91E-02
237,7.66E-03,,0.00000474,7.66E-03
238,1.68E-02,,0.00000476,1.68E-02
239,6.13E-03,,0.00000478,6.13E-03
240,2.45E-02,,0.0000048,2.45E-02
241,3.06E-03,,0.00000482,3.06E-03
242,2.14E-02,,0.00000484,2.14E-02
243,7.66E-03,,0.00000486,7.66E-03
244,2.30E-02,,0.00000488,2.30E-02
245,3.06E-03,,0.0000049,3.06E-03
246,2.91E-02,,0.00000492,2.91E-02
247,-1.53E-03,,0.00000494,-1.53E-03
248,2.91E-02,,0.00000496,2.91E-02
249,1.53E-03,,0.00000498,1.53E-03
250,1.99E-02,,0.000005,1.99E-02
251,1.53E-03,,0.00000502,1.53E-03
252,2.60E-02,,0.00000504,2.60E-02
253,3.06E-03,,0.00000506,3.06E-03
254,1.68E-02,,0.00000508,1.68E-02
255,1.53E-03,,0.0000051,1.53E-03
256,2.30E-02,,0.00000512,2.30E-02
257,3.06E-03,,0.00000514,3.06E-03
258,2.45E-02,,0.00000516,2.45E-02
259,0.00E+00,,0.00000518,0.00E+00
260,1.99E-02,,0.0000052,1.99E-02
261,6.13E-03,,0.00000522,6.13E-03
262,2.14E-02,,0.00000524,2.14E-02
263,0.00E+00,,0.00000526,0.00E+00
264,2.45E-02,,0.00000528,2.45E-02
265,0.00E+00,,0.0000053,0.00E+00
266,1.99E-02,,0.00000532,1.99E-02
267,3.06E-03,,0.00000534,3.06E-03
268,2.76E-02,,0.00000536,2.76E-02
269,1.53E-03,,0.00000538,1.53E-03
270,2.60E-02,,0.0000054,2.60E-02
271,1.53E-03,,0.00000542,1.53E-03
272,2.30E-02,,0.00000544,2.30E-02
273,4.59E-03,,0.00000546,4.59E-03
274,1.84E-02,,0.00000548,1.84E-02
275,4.59E-03,,0.0000055,4.59E-03
276,2.60E-02,,0.00000552,2.60E-02
277,-1.53E-03,,0.00000554,-1.53E-03
278,2.14E-02,,0.00000556,2.14E-02
279,4.59E-03,,0.00000558,4.59E-03
280,2.30E-02,,0.0000056,2.30E-02
281,3.06E-03,,0.00000562,3.06E-03
282,2.30E-02,,0.00000564,2.30E-02
283,0.00E+00,,0.00000566,0.00E+00
284,2.91E-02,,0.00000568,2.91E-02
285,-3.06E-03,,0.0000057,-3.06E-03
286,1.68E-02,,0.00000572,1.68E-02
287,0.00E+00,,0.00000574,0.00E+00
288,2.76E-02,,0.00000576,2.76E-02
289,0.00E+00,,0.00000578,0.00E+00
290,2.45E-02,,0.0000058,2.45E-02
291,6.13E-03,,0.00000582,6.13E-03
292,2.60E-02,,0.00000584,2.60E-02
293,6.13E-03,,0.00000586,6.13E-03
294,1.68E-02,,0.00000588,1.68E-02
295,4.59E-03,,0.0000059,4.59E-03
296,2.30E-02,,0.00000592,2.30E-02
297,6.13E-03,,0.00000594,6.13E-03
298,1.84E-02,,0.00000596,1.84E-02
299,-1.53E-03,,0.00000598,-1.53E-03
300,1.99E-02,,0.000006,1.99E-02
301,0.00E+00,,0.00000602,0.00E+00
302,1.99E-02,,0.00000604,1.99E-02
303,0.00E+00,,0.00000606,0.00E+00
304,1.84E-02,,0.00000608,1.84E-02
305,1.53E-03,,0.0000061,1.53E-03
306,1.84E-02,,0.00000612,1.84E-02
307,4.59E-03,,0.00000614,4.59E-03
308,1.99E-02,,0.00000616,1.99E-02
309,4.59E-03,,0.00000618,4.59E-03
310,2.45E-02,,0.0000062,2.45E-02
311,3.06E-03,,0.00000622,3.06E-03
312,1.99E-02,,0.00000624,1.99E-02
313,4.59E-03,,0.00000626,4.59E-03
314,1.99E-02,,0.00000628,1.99E-02
315,6.13E-03,,0.0000063,6.13E-03
316,1.68E-02,,0.00000632,1.68E-02
317,-1.53E-03,,0.00000634,-1.53E-03
318,1.99E-02,,0.00000636,1.99E-02
319,3.06E-03,,0.00000638,3.06E-03
320,1.84E-02,,0.0000064,1.84E-02
321,3.06E-03,,0.00000642,3.06E-03
322,2.91E-02,,0.00000644,2.91E-02
323,3.06E-03,,0.00000646,3.06E-03
324,2.76E-02,,0.00000648,2.76E-02
325,6.13E-03,,0.0000065,6.13E-03
326,2.14E-02,,0.00000652,2.14E-02
327,0.00E+00,,0.00000654,0.00E+00
328,2.45E-02,,0.00000656,2.45E-02
329,1.53E-03,,0.00000658,1.53E-03
330,2.30E-02,,0.0000066,2.30E-02
331,6.13E-03,,0.00000662,6.13E-03
332,2.60E-02,,0.00000664,2.60E-02
333,4.59E-03,,0.00000666,4.59E-03
334,2.60E-02,,0.00000668,2.60E-02
335,4.59E-03,,0.0000067,4.59E-03
336,2.45E-02,,0.00000672,2.45E-02
337,7.66E-03,,0.00000674,7.66E-03
338,2.30E-02,,0.00000676,2.30E-02
339,7.66E-03,,0.00000678,7.66E-03
340,2.45E-02,,0.0000068,2.45E-02
341,4.59E-03,,0.00000682,4.59E-03
342,2.91E-02,,0.00000684,2.91E-02
343,4.59E-03,,0.00000686,4.59E-03
344,1.84E-02,,0.00000688,1.84E-02
345,-1.53E-03,,0.0000069,-1.53E-03
346,2.30E-02,,0.00000692,2.30E-02
347,3.06E-03,,0.00000694,3.06E-03
348,2.76E-02,,0.00000696,2.76E-02
349,4.59E-03,,0.00000698,4.59E-03
350,2.45E-02,,0.000007,2.45E-02
351,1.53E-03,,0.00000702,1.53E-03
352,2.45E-02,,0.00000704,2.45E-02
353,0.00E+00,,0.00000706,0.00E+00
354,2.14E-02,,0.00000708,2.14E-02
355,1.53E-03,,0.0000071,1.53E-03
356,2.14E-02,,0.00000712,2.14E-02
357,3.06E-03,,0.00000714,3.06E-03
358,2.45E-02,,0.00000716,2.45E-02
359,3.06E-03,,0.00000718,3.06E-03
360,2.76E-02,,0.0000072,2.76E-02
361,3.06E-03,,0.00000722,3.06E-03
362,2.14E-02,,0.00000724,2.14E-02
363,4.59E-03,,0.00000726,4.59E-03
364,1.84E-02,,0.00000728,1.84E-02
365,7.66E-03,,0.0000073,7.66E-03
366,2.60E-02,,0.00000732,2.60E-02
367,6.13E-03,,0.00000734,6.13E-03
368,2.76E-02,,0.00000736,2.76E-02
369,3.06E-03,,0.00000738,3.06E-03
370,1.99E-02,,0.0000074,1.99E-02
371,4.59E-03,,0.00000742,4.59E-03
372,2.30E-02,,0.00000744,2.30E-02
373,1.53E-03,,0.00000746,1.53E-03
374,2.14E-02,,0.00000748,2.14E-02
375,4.59E-03,,0.0000075,4.59E-03
376,2.14E-02,,0.00000752,2.14E-02
377,3.06E-03,,0.00000754,3.06E-03
378,1.99E-02,,0.00000756,1.99E-02
379,4.59E-03,,0.00000758,4.59E-03
380,2.14E-02,,0.0000076,2.14E-02
381,-1.53E-03,,0.00000762,-1.53E-03
382,2.30E-02,,0.00000764,2.30E-02
383,3.06E-03,,0.00000766,3.06E-03
384,1.99E-02,,0.00000768,1.99E-02
385,6.13E-03,,0.0000077,6.13E-03
386,2.30E-02,,0.00000772,2.30E-02
387,3.06E-03,,0.00000774,3.06E-03
388,2.14E-02,,0.00000776,2.14E-02
389,3.06E-03,,0.00000778,3.06E-03
390,1.84E-02,,0.0000078,1.84E-02
391,1.53E-03,,0.00000782,1.53E-03
392,2.14E-02,,0.00000784,2.14E-02
393,-1.53E-03,,0.00000786,-1.53E-03
394,1.68E-02,,0.00000788,1.68E-02
395,1.53E-03,,0.0000079,1.53E-03
396,2.14E-02,,0.00000792,2.14E-02
397,4.59E-03,,0.00000794,4.59E-03
398,2.45E-02,,0.00000796,2.45E-02
399,3.06E-03,,0.00000798,3.06E-03
400,2.76E-02,,0.000008,2.76E-02
401,6.13E-03,,0.00000802,6.13E-03
402,2.45E-02,,0.00000804,2.45E-02
403,3.06E-03,,0.00000806,3.06E-03
404,1.99E-02,,0.00000808,1.99E-02
405,3.06E-03,,0.0000081,3.06E-03
406,2.91E-02,,0.00000812,2.91E-02
407,4.59E-03,,0.00000814,4.59E-03
408,2.91E-02,,0.00000816,2.91E-02
409,-1.53E-03,,0.00000818,-1.53E-03
410,2.76E-02,,0.0000082,2.76E-02
411,6.13E-03,,0.00000822,6.13E-03
412,2.45E-02,,0.00000824,2.45E-02
413,6.13E-03,,0.00000826,6.13E-03
414,1.99E-02,,0.00000828,1.99E-02
415,3.06E-03,,0.0000083,3.06E-03
416,2.30E-02,,0.00000832,2.30E-02
417,4.59E-03,,0.00000834,4.59E-03
418,2.14E-02,,0.00000836,2.14E-02
419,3.06E-03,,0.00000838,3.06E-03
420,2.30E-02,,0.0000084,2.30E-02
421,3.06E-03,,0.00000842,3.06E-03
422,1.84E-02,,0.00000844,1.84E-02
423,3.06E-03,,0.00000846,3.06E-03
424,2.14E-02,,0.00000848,2.14E-02
425,9.19E-03,,0.0000085,9.19E-03
426,2.14E-02,,0.00000852,2.14E-02
427,3.06E-03,,0.00000854,3.06E-03
428,3.22E-02,,0.00000856,3.22E-02
429,3.06E-03,,0.00000858,3.06E-03
430,1.99E-02,,0.0000086,1.99E-02
431,-1.53E-03,,0.00000862,-1.53E-03
432,1.99E-02,,0.00000864,1.99E-02
433,4.59E-03,,0.00000866,4.59E-03
434,2.30E-02,,0.00000868,2.30E-02
435,1.53E-03,,0.0000087,1.53E-03
436,1.99E-02,,0.00000872,1.99E-02
437,3.06E-03,,0.00000874,3.06E-03
438,2.14E-02,,0.00000876,2.14E-02
439,3.06E-03,,0.00000878,3.06E-03
440,2.14E-02,,0.0000088,2.14E-02
441,4.59E-03,,0.00000882,4.59E-03
442,2.14E-02,,0.00000884,2.14E-02
443,-3.06E-03,,0.00000886,-3.06E-03
444,1.99E-02,,0.00000888,1.99E-02
445,0.00E+00,,0.0000089,0.00E+00
446,2.14E-02,,0.00000892,2.14E-02
447,1.53E-03,,0.00000894,1.53E-03
448,2.14E-02,,0.00000896,2.14E-02
449,6.13E-03,,0.00000898,6.13E-03
450,2.14E-02,,0.000009,2.14E-02
451,6.13E-03,,0.00000902,6.13E-03
452,2.14E-02,,0.00000904,2.14E-02
453,4.59E-03,,0.00000906,4.59E-03
454,2.30E-02,,0.00000908,2.30E-02
455,0.00E+00,,0.0000091,0.00E+00
456,2.45E-02,,0.00000912,2.45E-02
457,-4.59E-03,,0.00000914,-4.59E-03
458,1.99E-02,,0.00000916,1.99E-02
459,-1.53E-03,,0.00000918,-1.53E-03
460,2.45E-02,,0.0000092,2.45E-02
461,0.00E+00,,0.00000922,0.00E+00
462,2.14E-02,,0.00000924,2.14E-02
463,0.00E+00,,0.00000926,0.00E+00
464,2.14E-02,,0.00000928,2.14E-02
465,4.59E-03,,0.0000093,4.59E-03
466,2.30E-02,,0.00000932,2.30E-02
467,6.13E-03,,0.00000934,6.13E-03
468,1.99E-02,,0.00000936,1.99E-02
469,-4.59E-03,,0.00000938,-4.59E-03
470,2.60E-02,,0.0000094,2.60E-02
471,1.53E-03,,0.00000942,1.53E-03
472,2.76E-02,,0.00000944,2.76E-02
473,-4.59E-03,,0.00000946,-4.59E-03
474,1.84E-02,,0.00000948,1.84E-02
475,6.13E-03,,0.0000095,6.13E-03
476,1.84E-02,,0.00000952,1.84E-02
477,1.53E-03,,0.00000954,1.53E-03
478,1.99E-02,,0.00000956,1.99E-02
479,6.13E-03,,0.00000958,6.13E-03
480,2.14E-02,,0.0000096,2.14E-02
481,-1.53E-03,,0.00000962,-1.53E-03
482,2.45E-02,,0.00000964,2.45E-02
483,7.66E-03,,0.00000966,7.66E-03
484,1.99E-02,,0.00000968,1.99E-02
485,-3.06E-03,,0.0000097,-3.06E-03
486,1.84E-02,,0.00000972,1.84E-02
487,4.59E-03,,0.00000974,4.59E-03
488,1.84E-02,,0.00000976,1.84E-02
489,6.13E-03,,0.00000978,6.13E-03
490,1.68E-02,,0.0000098,1.68E-02
491,3.06E-03,,0.00000982,3.06E-03
492,2.14E-02,,0.00000984,2.14E-02
493,-4.59E-03,,0.00000986,-4.59E-03
494,2.45E-02,,0.00000988,2.45E-02
495,1.53E-03,,0.0000099,1.53E-03
496,2.45E-02,,0.00000992,2.45E-02
497,4.59E-03,,0.00000994,4.59E-03
498,2.45E-02,,0.00000996,2.45E-02
499,4.59E-03,,0.00000998,4.59E-03
500,2.30E-02,,0.00001,2.30E-02
501,3.06E-03,,0.00001002,3.06E-03
502,2.30E-02,,0.00001004,2.30E-02
503,7.66E-03,,0.00001006,7.66E-03
504,2.60E-02,,0.00001008,2.60E-02
505,3.06E-03,,0.0000101,3.06E-03
506,2.45E-02,,0.00001012,2.45E-02
507,3.06E-03,,0.00001014,3.06E-03
508,2.14E-02,,0.00001016,2.14E-02
509,4.59E-03,,0.00001018,4.59E-03
510,2.30E-02,,0.0000102,2.30E-02
511,3.06E-03,,0.00001022,3.06E-03
512,1.84E-02,,0.00001024,1.84E-02
513,1.53E-03,,0.00001026,1.53E-03
514,2.76E-02,,0.00001028,2.76E-02
515,4.59E-03,,0.0000103,4.59E-03
516,1.99E-02,,0.00001032,1.99E-02
517,6.13E-03,,0.00001034,6.13E-03
518,2.30E-02,,0.00001036,2.30E-02
519,4.59E-03,,0.00001038,4.59E-03
520,2.30E-02,,0.0000104,2.30E-02
521,3.06E-03,,0.00001042,3.06E-03
522,1.84E-02,,0.00001044,1.84E-02
523,4.59E-03,,0.00001046,4.59E-03
524,2.30E-02,,0.00001048,2.30E-02
525,3.06E-03,,0.0000105,3.06E-03
526,2.91E-02,,0.00001052,2.91E-02
527,6.13E-03,,0.00001054,6.13E-03
